SKU,year,month,plan,back_bonus
33880,2019,8,30.0,160000
33880,2019,9,210.0,40000
33880,2019,10,210.0,40000
33880,2019,11,220.0,140000
33880,2019,12,250.0,180000
33950,2019,4,20.0,200000
33950,2019,5,120.0,80000
33950,2019,6,120.0,40000
33950,2019,7,130.0,140000
33950,2019,8,130.0,180000
33950,2019,9,130.0,100000
33950,2019,10,120.0,140000
33950,2019,11,130.0,200000
33950,2019,12,110.0,160000
34466,2019,5,10.0,60000
34466,2019,6,150.0,80000
34466,2019,7,150.0,160000
34466,2019,8,150.0,60000
34466,2019,9,150.0,120000
34466,2019,10,150.0,40000
34466,2019,11,140.0,100000
34466,2019,12,150.0,40000
34614,2019,3,10.0,60000
34614,2019,4,90.0,180000
34614,2019,5,100.0,160000
34614,2019,6,90.0,80000
34614,2019,7,90.0,200000
34614,2019,8,90.0,100000
34614,2019,9,100.0,180000
34614,2019,10,100.0,140000
34614,2019,11,90.0,140000
34614,2019,12,130.0,100000
34656,2019,1,150.0,160000
34656,2019,2,140.0,60000
34656,2019,3,160.0,40000
34656,2019,4,140.0,60000
34656,2019,5,150.0,120000
34656,2019,6,150.0,140000
34656,2019,7,20.0,160000
34952,2019,9,100.0,140000
34952,2019,10,150.0,180000
34952,2019,11,150.0,80000
34952,2019,12,180.0,100000
35009,2019,1,60.0,180000
35009,2019,2,50.0,180000
35009,2019,3,50.0,180000
35009,2019,4,60.0,60000
35009,2019,5,60.0,60000
35009,2019,6,70.0,140000
35009,2019,7,60.0,100000
35009,2019,8,40.0,100000
35009,2019,9,60.0,100000
35009,2019,10,60.0,180000
35009,2019,11,60.0,60000
35009,2019,12,50.0,60000
35210,2019,1,30.0,200000
35210,2019,2,30.0,120000
35210,2019,3,0.0,100000
35311,2019,1,70.0,180000
35311,2019,2,80.0,120000
35311,2019,3,40.0,180000
35522,2019,9,130.0,140000
35522,2019,10,150.0,80000
35522,2019,11,150.0,140000
35522,2019,12,150.0,80000
35549,2019,1,100.0,80000
35549,2019,2,80.0,180000
35549,2019,3,100.0,40000
35549,2019,4,90.0,40000
35549,2019,5,90.0,140000
35549,2019,6,90.0,120000
35549,2019,7,90.0,80000
35549,2019,8,100.0,120000
35549,2019,9,100.0,60000
35549,2019,10,90.0,120000
35549,2019,11,100.0,100000
35549,2019,12,100.0,180000
35617,2019,3,50.0,80000
35617,2019,4,100.0,160000
35617,2019,5,120.0,160000
35617,2019,6,90.0,200000
35617,2019,7,90.0,180000
35617,2019,8,100.0,40000
35617,2019,9,90.0,140000
35617,2019,10,90.0,200000
35617,2019,11,90.0,140000
35617,2019,12,120.0,80000
35645,2019,1,110.0,60000
35645,2019,2,100.0,100000
35645,2019,3,120.0,40000
35645,2019,4,120.0,200000
35645,2019,5,120.0,180000
35645,2019,6,90.0,200000
35645,2019,7,110.0,60000
35645,2019,8,110.0,200000
35645,2019,9,100.0,140000
35645,2019,10,100.0,120000
35645,2019,11,110.0,80000
35645,2019,12,120.0,60000
35665,2019,1,150.0,120000
35665,2019,2,130.0,140000
35665,2019,3,160.0,140000
35665,2019,4,150.0,40000
35665,2019,5,150.0,120000
35665,2019,6,150.0,180000
35665,2019,7,160.0,120000
35665,2019,8,170.0,100000
35665,2019,9,150.0,140000
35665,2019,10,160.0,80000
35665,2019,11,150.0,40000
35665,2019,12,150.0,40000
35968,2019,1,190.0,40000
35968,2019,2,180.0,100000
35968,2019,3,180.0,160000
35968,2019,4,170.0,180000
35968,2019,5,190.0,80000
35968,2019,6,180.0,40000
35968,2019,7,180.0,140000
35968,2019,8,190.0,80000
35968,2019,9,180.0,40000
35968,2019,10,190.0,100000
35968,2019,11,180.0,180000
35968,2019,12,180.0,180000
35995,2019,8,10.0,120000
35995,2019,9,60.0,140000
35995,2019,10,60.0,40000
35995,2019,11,60.0,100000
35995,2019,12,60.0,140000
36115,2019,1,90.0,200000
36115,2019,2,90.0,40000
36115,2019,3,100.0,200000
36115,2019,4,90.0,100000
36115,2019,5,90.0,180000
36115,2019,6,80.0,120000
36115,2019,7,100.0,60000
36115,2019,8,100.0,180000
36115,2019,9,80.0,160000
36115,2019,10,90.0,40000
36115,2019,11,80.0,200000
36115,2019,12,90.0,180000
36123,2019,1,120.0,40000
36123,2019,2,110.0,160000
36123,2019,3,120.0,200000
36123,2019,4,130.0,180000
36123,2019,5,120.0,60000
36123,2019,6,120.0,180000
36123,2019,7,120.0,120000
36123,2019,8,130.0,100000
36123,2019,9,120.0,200000
36123,2019,10,120.0,40000
36123,2019,11,130.0,200000
36123,2019,12,140.0,40000
36167,2019,7,20.0,40000
36167,2019,8,140.0,80000
36167,2019,9,140.0,180000
36167,2019,10,150.0,140000
36167,2019,11,140.0,40000
36167,2019,12,130.0,120000
36190,2019,1,90.0,180000
36190,2019,2,80.0,60000
36190,2019,3,100.0,120000
36190,2019,4,100.0,80000
36190,2019,5,100.0,80000
36190,2019,6,100.0,120000
36190,2019,7,100.0,120000
36190,2019,8,90.0,140000
36190,2019,9,90.0,200000
36190,2019,10,90.0,80000
36190,2019,11,90.0,180000
36190,2019,12,80.0,100000
36717,2019,1,140.0,80000
36717,2019,2,130.0,120000
36717,2019,3,130.0,80000
36717,2019,4,130.0,120000
36717,2019,5,140.0,140000
36717,2019,6,120.0,40000
36717,2019,7,120.0,140000
36717,2019,8,130.0,180000
36717,2019,9,120.0,200000
36717,2019,10,130.0,60000
36717,2019,11,120.0,60000
36717,2019,12,150.0,100000
36724,2019,8,120.0,180000
36724,2019,9,120.0,80000
36724,2019,10,120.0,80000
36724,2019,11,140.0,200000
36724,2019,12,140.0,200000
36984,2019,1,90.0,40000
36984,2019,2,90.0,120000
36984,2019,3,80.0,180000
36984,2019,4,80.0,160000
36984,2019,5,90.0,160000
36984,2019,6,100.0,60000
36984,2019,7,100.0,100000
36984,2019,8,70.0,200000
37141,2019,8,20.0,140000
37141,2019,9,30.0,80000
37141,2019,10,30.0,180000
37141,2019,11,30.0,200000
37141,2019,12,30.0,80000
37239,2019,9,50.0,100000
37239,2019,10,180.0,140000
37239,2019,11,180.0,180000
37239,2019,12,180.0,140000
37310,2019,5,180.0,80000
37310,2019,6,180.0,100000
37310,2019,7,190.0,80000
37310,2019,8,180.0,140000
37310,2019,9,180.0,100000
37310,2019,10,180.0,60000
37310,2019,11,180.0,60000
37310,2019,12,190.0,40000
37357,2019,7,10.0,200000
37357,2019,8,40.0,140000
37357,2019,9,40.0,140000
37357,2019,10,30.0,60000
37357,2019,11,30.0,200000
37357,2019,12,60.0,100000
37421,2019,1,80.0,40000
37421,2019,2,80.0,80000
37421,2019,3,100.0,120000
37421,2019,4,90.0,100000
37421,2019,5,90.0,200000
37421,2019,6,80.0,180000
37421,2019,7,90.0,120000
37421,2019,8,90.0,60000
37421,2019,9,90.0,200000
37421,2019,10,90.0,80000
37421,2019,11,90.0,160000
37421,2019,12,100.0,180000
37478,2019,9,80.0,60000
37478,2019,10,180.0,180000
37478,2019,11,180.0,180000
37478,2019,12,180.0,180000
37657,2019,1,30.0,60000
37657,2019,2,30.0,120000
37657,2019,3,40.0,100000
37657,2019,4,30.0,160000
37657,2019,5,30.0,100000
37657,2019,6,30.0,60000
37657,2019,7,40.0,40000
37657,2019,8,20.0,180000
37657,2019,9,40.0,100000
37657,2019,10,40.0,100000
37657,2019,11,30.0,180000
37657,2019,12,40.0,100000
37909,2019,4,30.0,40000
37909,2019,5,80.0,100000
37909,2019,6,80.0,60000
37909,2019,7,90.0,120000
37909,2019,8,90.0,140000
37909,2019,9,80.0,80000
37909,2019,10,80.0,40000
37909,2019,11,90.0,180000
37909,2019,12,90.0,120000
38004,2019,5,20.0,80000
38004,2019,6,80.0,60000
38004,2019,7,90.0,100000
38004,2019,8,90.0,120000
38004,2019,9,80.0,140000
38004,2019,10,80.0,180000
38004,2019,11,80.0,180000
38004,2019,12,90.0,140000
38064,2019,1,160.0,180000
38064,2019,2,130.0,180000
38064,2019,3,150.0,180000
38064,2019,4,150.0,120000
38064,2019,5,150.0,120000
38064,2019,6,150.0,200000
38064,2019,7,150.0,120000
38064,2019,8,160.0,120000
38064,2019,9,150.0,140000
38064,2019,10,140.0,200000
38064,2019,11,150.0,140000
38064,2019,12,150.0,140000
38141,2019,1,40.0,60000
38141,2019,2,140.0,200000
38141,2019,3,160.0,180000
38141,2019,4,150.0,60000
38141,2019,5,150.0,180000
38141,2019,6,160.0,160000
38141,2019,7,160.0,120000
38141,2019,8,150.0,80000
38141,2019,9,150.0,180000
38141,2019,10,150.0,140000
38141,2019,11,160.0,140000
38141,2019,12,160.0,120000
38152,2019,2,80.0,160000
38152,2019,3,160.0,40000
38152,2019,4,150.0,180000
38152,2019,5,150.0,120000
38152,2019,6,140.0,60000
38152,2019,7,160.0,80000
38152,2019,8,150.0,40000
38152,2019,9,150.0,180000
38152,2019,10,150.0,100000
38152,2019,11,150.0,60000
38152,2019,12,160.0,40000
38156,2019,1,70.0,80000
38156,2019,2,50.0,160000
38156,2019,3,70.0,40000
38156,2019,4,60.0,180000
38156,2019,5,70.0,40000
38156,2019,6,60.0,80000
38156,2019,7,40.0,100000
38156,2019,8,70.0,80000
38156,2019,9,60.0,60000
38156,2019,10,60.0,200000
38156,2019,11,60.0,80000
38156,2019,12,60.0,140000
38186,2019,1,120.0,60000
38186,2019,2,190.0,40000
38186,2019,3,200.0,40000
38186,2019,4,180.0,40000
38186,2019,5,210.0,100000
38186,2019,6,180.0,140000
38186,2019,7,190.0,140000
38186,2019,8,50.0,120000
38457,2019,3,100.0,140000
38457,2019,4,120.0,120000
38457,2019,5,150.0,160000
38457,2019,6,110.0,120000
38457,2019,7,120.0,120000
38457,2019,8,130.0,80000
38457,2019,9,120.0,160000
38457,2019,10,110.0,180000
38457,2019,11,120.0,140000
38457,2019,12,160.0,180000
38579,2019,1,30.0,200000
38579,2019,2,20.0,120000
38579,2019,3,30.0,100000
38579,2019,4,30.0,140000
38579,2019,5,30.0,180000
38579,2019,6,40.0,100000
38579,2019,7,30.0,120000
38579,2019,8,30.0,100000
38579,2019,9,40.0,120000
38579,2019,10,10.0,100000
38664,2019,1,250.0,80000
38664,2019,2,220.0,120000
38664,2019,3,230.0,60000
38664,2019,4,210.0,120000
38664,2019,5,230.0,120000
38664,2019,6,220.0,180000
38664,2019,7,250.0,100000
38664,2019,8,230.0,60000
38664,2019,9,220.0,200000
38664,2019,10,240.0,80000
38664,2019,11,230.0,160000
38664,2019,12,240.0,60000
38670,2019,7,60.0,180000
38670,2019,8,100.0,80000
38670,2019,9,80.0,140000
38670,2019,10,90.0,40000
38670,2019,11,100.0,200000
38670,2019,12,90.0,80000
38683,2019,2,20.0,40000
38683,2019,3,30.0,140000
38683,2019,4,30.0,160000
38683,2019,5,30.0,100000
38683,2019,6,40.0,60000
38683,2019,7,40.0,140000
38683,2019,8,30.0,80000
38683,2019,9,30.0,60000
38683,2019,10,30.0,40000
38683,2019,11,40.0,40000
38683,2019,12,30.0,160000
38700,2019,4,40.0,80000
38700,2019,5,150.0,160000
38700,2019,6,150.0,40000
38700,2019,7,160.0,120000
38700,2019,8,150.0,100000
38700,2019,9,150.0,140000
38700,2019,10,160.0,160000
38700,2019,11,150.0,100000
38700,2019,12,140.0,200000
38728,2019,1,20.0,40000
38950,2019,9,70.0,160000
38950,2019,10,90.0,80000
38950,2019,11,90.0,80000
38950,2019,12,90.0,40000
38958,2019,9,120.0,200000
38958,2019,10,210.0,80000
38958,2019,11,200.0,180000
38958,2019,12,260.0,140000
39031,2019,1,60.0,40000
39031,2019,2,60.0,100000
39031,2019,3,60.0,180000
39031,2019,4,60.0,200000
39031,2019,5,80.0,60000
39031,2019,6,80.0,80000
39031,2019,7,70.0,140000
39031,2019,8,70.0,160000
39031,2019,9,70.0,140000
39031,2019,10,60.0,200000
39031,2019,11,50.0,200000
39031,2019,12,60.0,100000
39147,2019,7,110.0,100000
39147,2019,8,150.0,180000
39147,2019,9,160.0,160000
39147,2019,10,150.0,80000
39147,2019,11,150.0,80000
39147,2019,12,150.0,180000
39148,2019,8,90.0,80000
39148,2019,9,90.0,180000
39148,2019,10,90.0,40000
39148,2019,11,90.0,60000
39148,2019,12,120.0,120000
39218,2019,10,40.0,160000
39218,2019,11,150.0,80000
39218,2019,12,200.0,160000
39474,2019,1,60.0,60000
39474,2019,2,60.0,200000
39474,2019,3,50.0,100000
39474,2019,4,60.0,80000
39474,2019,5,60.0,200000
39474,2019,6,60.0,80000
39474,2019,7,60.0,120000
39474,2019,8,60.0,40000
39474,2019,9,60.0,80000
39474,2019,10,60.0,160000
39474,2019,11,80.0,200000
39474,2019,12,70.0,120000
39483,2019,10,10.0,200000
39483,2019,11,150.0,200000
39483,2019,12,160.0,120000
39544,2019,5,50.0,100000
39544,2019,6,60.0,180000
39544,2019,7,70.0,60000
39544,2019,8,80.0,120000
39544,2019,9,60.0,120000
39544,2019,10,70.0,140000
39544,2019,11,70.0,80000
39544,2019,12,80.0,180000
39631,2019,5,120.0,160000
39631,2019,6,160.0,160000
39631,2019,7,160.0,40000
39631,2019,8,150.0,180000
39631,2019,9,140.0,40000
39631,2019,10,160.0,60000
39631,2019,11,140.0,140000
39631,2019,12,150.0,100000
39811,2019,1,70.0,100000
40005,2019,7,190.0,200000
40005,2019,8,210.0,140000
40005,2019,9,220.0,200000
40005,2019,10,220.0,140000
40005,2019,11,200.0,200000
40005,2019,12,220.0,120000
40020,2019,9,30.0,140000
40020,2019,10,20.0,140000
40020,2019,11,30.0,60000
40020,2019,12,40.0,100000
40038,2019,5,10.0,180000
40038,2019,6,150.0,200000
40038,2019,7,160.0,60000
40038,2019,8,150.0,180000
40038,2019,9,150.0,80000
40038,2019,10,150.0,40000
40038,2019,11,140.0,120000
40038,2019,12,150.0,100000
40130,2019,1,0.0,120000
40130,2019,2,110.0,100000
40130,2019,3,130.0,160000
40130,2019,4,120.0,120000
40130,2019,5,130.0,140000
40130,2019,6,120.0,160000
40130,2019,7,130.0,120000
40130,2019,8,130.0,160000
40130,2019,9,120.0,180000
40130,2019,10,130.0,140000
40130,2019,11,120.0,120000
40130,2019,12,120.0,160000
40251,2019,4,90.0,60000
40251,2019,5,140.0,40000
40251,2019,6,130.0,160000
40251,2019,7,110.0,200000
40251,2019,8,130.0,200000
40251,2019,9,120.0,160000
40251,2019,10,120.0,40000
40251,2019,11,120.0,160000
40251,2019,12,160.0,40000
40369,2019,10,90.0,60000
40369,2019,11,210.0,60000
40369,2019,12,220.0,60000
40396,2019,1,120.0,200000
40396,2019,2,110.0,180000
40396,2019,3,120.0,60000
40396,2019,4,120.0,120000
40396,2019,5,120.0,160000
40396,2019,6,120.0,140000
40396,2019,7,130.0,200000
40396,2019,8,120.0,60000
40396,2019,9,120.0,80000
40396,2019,10,120.0,60000
40396,2019,11,120.0,80000
40396,2019,12,120.0,120000
40429,2019,2,10.0,100000
40429,2019,3,90.0,40000
40429,2019,4,80.0,140000
40429,2019,5,100.0,60000
40429,2019,6,80.0,120000
40429,2019,7,90.0,160000
40429,2019,8,100.0,40000
40429,2019,9,100.0,160000
40429,2019,10,100.0,40000
40429,2019,11,80.0,140000
40429,2019,12,90.0,40000
40685,2019,3,10.0,80000
40685,2019,4,80.0,100000
40685,2019,5,80.0,120000
40685,2019,6,60.0,60000
40685,2019,7,60.0,40000
40685,2019,8,70.0,40000
40685,2019,9,70.0,140000
40685,2019,10,70.0,120000
40685,2019,11,60.0,80000
40685,2019,12,100.0,160000
40747,2019,1,130.0,140000
40747,2019,2,110.0,180000
40747,2019,3,120.0,180000
40747,2019,4,130.0,200000
40747,2019,5,140.0,140000
40747,2019,6,110.0,180000
40747,2019,7,120.0,40000
40747,2019,8,120.0,120000
40747,2019,9,110.0,100000
40747,2019,10,120.0,100000
40747,2019,11,130.0,140000
40747,2019,12,120.0,180000
40890,2019,1,220.0,80000
40890,2019,2,190.0,160000
40890,2019,3,220.0,160000
40890,2019,4,220.0,120000
40890,2019,5,210.0,160000
40890,2019,6,210.0,60000
40890,2019,7,220.0,120000
40890,2019,8,220.0,80000
40890,2019,9,210.0,80000
40890,2019,10,210.0,160000
40890,2019,11,210.0,40000
40890,2019,12,210.0,200000
40930,2019,1,190.0,80000
40930,2019,2,160.0,40000
40930,2019,3,160.0,120000
40930,2019,4,160.0,160000
40930,2019,5,170.0,200000
40930,2019,6,150.0,120000
40930,2019,7,150.0,200000
40930,2019,8,160.0,60000
40930,2019,9,150.0,200000
40930,2019,10,150.0,140000
40930,2019,11,150.0,60000
40930,2019,12,190.0,120000
40945,2019,1,210.0,160000
40945,2019,2,200.0,200000
40945,2019,3,220.0,80000
40945,2019,4,220.0,140000
40945,2019,5,240.0,180000
40945,2019,6,220.0,40000
40945,2019,7,240.0,100000
40945,2019,8,240.0,100000
40945,2019,9,220.0,160000
40945,2019,10,220.0,160000
40945,2019,11,220.0,140000
40945,2019,12,210.0,180000
41007,2019,1,40.0,60000
41007,2019,2,30.0,120000
41007,2019,3,40.0,180000
41007,2019,4,30.0,60000
41007,2019,5,30.0,200000
41007,2019,6,30.0,80000
41007,2019,7,30.0,200000
41007,2019,8,40.0,80000
41007,2019,9,40.0,80000
41007,2019,10,20.0,60000
41007,2019,11,30.0,180000
41007,2019,12,30.0,40000
41069,2019,1,190.0,180000
41069,2019,2,170.0,40000
41069,2019,3,180.0,160000
41069,2019,4,180.0,180000
41069,2019,5,180.0,100000
41069,2019,6,180.0,100000
41069,2019,7,180.0,60000
41069,2019,8,180.0,140000
41069,2019,9,180.0,100000
41069,2019,10,190.0,180000
41069,2019,11,170.0,140000
41069,2019,12,180.0,60000
41162,2019,1,10.0,80000
41162,2019,2,140.0,160000
41162,2019,3,160.0,80000
41162,2019,4,150.0,200000
41162,2019,5,150.0,160000
41162,2019,6,150.0,40000
41162,2019,7,160.0,40000
41162,2019,8,160.0,160000
41162,2019,9,160.0,60000
41162,2019,10,150.0,160000
41162,2019,11,150.0,100000
41162,2019,12,160.0,40000
41262,2019,1,180.0,180000
41262,2019,2,150.0,160000
41262,2019,3,170.0,200000
41262,2019,4,150.0,200000
41262,2019,5,170.0,160000
41262,2019,6,150.0,80000
41262,2019,7,140.0,120000
41262,2019,8,170.0,160000
41262,2019,9,150.0,120000
41262,2019,10,160.0,120000
41262,2019,11,150.0,80000
41262,2019,12,180.0,80000
41277,2019,1,90.0,180000
41277,2019,2,90.0,120000
41277,2019,3,100.0,200000
41277,2019,4,80.0,180000
41277,2019,5,100.0,140000
41277,2019,6,80.0,140000
41632,2019,1,120.0,120000
41632,2019,2,90.0,100000
41632,2019,3,90.0,60000
41632,2019,4,90.0,200000
41632,2019,5,100.0,80000
41632,2019,6,90.0,160000
41632,2019,7,80.0,120000
41632,2019,8,100.0,120000
41632,2019,9,90.0,160000
41632,2019,10,100.0,120000
41632,2019,11,90.0,140000
41632,2019,12,130.0,100000
41660,2019,2,40.0,100000
41660,2019,3,60.0,200000
41660,2019,4,60.0,140000
41660,2019,5,70.0,140000
41660,2019,6,70.0,100000
41660,2019,7,90.0,160000
41660,2019,8,80.0,140000
41660,2019,9,60.0,120000
41660,2019,10,40.0,180000
41819,2019,3,20.0,200000
41819,2019,4,90.0,100000
41819,2019,5,110.0,120000
41819,2019,6,100.0,180000
41819,2019,7,80.0,120000
41819,2019,8,110.0,60000
41819,2019,9,90.0,60000
41819,2019,10,80.0,60000
41871,2019,4,20.0,40000
41871,2019,5,30.0,160000
41871,2019,6,30.0,160000
41871,2019,7,40.0,120000
41871,2019,8,30.0,80000
41871,2019,9,30.0,180000
41871,2019,10,40.0,200000
41871,2019,11,30.0,80000
41871,2019,12,40.0,40000
41955,2019,4,80.0,140000
41955,2019,5,160.0,100000
41955,2019,6,150.0,180000
41955,2019,7,150.0,200000
41955,2019,8,160.0,180000
41955,2019,9,140.0,100000
41955,2019,10,150.0,140000
41955,2019,11,160.0,120000
41955,2019,12,180.0,120000
42128,2019,1,210.0,140000
42128,2019,2,190.0,200000
42128,2019,3,200.0,120000
42128,2019,4,180.0,40000
42128,2019,5,210.0,140000
42128,2019,6,180.0,120000
42128,2019,7,190.0,40000
42128,2019,8,190.0,100000
42128,2019,9,180.0,80000
42128,2019,10,180.0,180000
42128,2019,11,170.0,160000
42128,2019,12,210.0,100000
42231,2019,1,140.0,100000
42231,2019,2,120.0,100000
42231,2019,3,130.0,60000
42231,2019,4,120.0,160000
42231,2019,5,140.0,80000
42231,2019,6,120.0,200000
42231,2019,7,130.0,60000
42231,2019,8,130.0,80000
42231,2019,9,120.0,200000
42231,2019,10,130.0,160000
42231,2019,11,110.0,120000
42231,2019,12,160.0,140000
42321,2019,8,50.0,80000
42321,2019,9,150.0,180000
42321,2019,10,150.0,120000
42321,2019,11,140.0,180000
42321,2019,12,160.0,140000
42338,2019,10,160.0,140000
42338,2019,11,220.0,60000
42338,2019,12,220.0,60000
42436,2019,3,20.0,60000
42436,2019,4,30.0,180000
42436,2019,5,30.0,200000
42436,2019,6,30.0,200000
42436,2019,7,20.0,100000
42436,2019,8,30.0,200000
42436,2019,9,30.0,120000
42436,2019,10,30.0,60000
42436,2019,11,30.0,160000
42436,2019,12,30.0,140000
42439,2019,3,0.0,200000
42439,2019,4,40.0,200000
42439,2019,5,30.0,200000
42439,2019,6,30.0,200000
42439,2019,7,30.0,120000
42439,2019,8,30.0,160000
42439,2019,9,30.0,80000
42439,2019,10,40.0,80000
42439,2019,11,30.0,140000
42439,2019,12,30.0,140000
42524,2019,1,60.0,120000
42524,2019,2,60.0,160000
42524,2019,3,60.0,60000
42524,2019,4,70.0,160000
42524,2019,5,60.0,180000
42524,2019,6,60.0,140000
42524,2019,7,60.0,160000
42524,2019,8,60.0,40000
42524,2019,9,60.0,160000
42524,2019,10,60.0,40000
42524,2019,11,50.0,200000
42524,2019,12,70.0,180000
42844,2019,1,30.0,40000
42844,2019,2,30.0,40000
42844,2019,3,30.0,40000
42844,2019,4,30.0,140000
42844,2019,5,50.0,180000
42844,2019,6,50.0,80000
42844,2019,7,60.0,100000
42844,2019,8,60.0,40000
42844,2019,9,40.0,80000
42844,2019,10,40.0,100000
42844,2019,11,30.0,80000
42844,2019,12,30.0,40000
42859,2019,1,220.0,140000
42859,2019,2,190.0,120000
42859,2019,3,230.0,180000
42859,2019,4,220.0,180000
42859,2019,5,210.0,40000
42859,2019,6,220.0,160000
42859,2019,7,220.0,160000
42859,2019,8,220.0,100000
42859,2019,9,210.0,180000
42859,2019,10,210.0,180000
42859,2019,11,220.0,40000
42859,2019,12,230.0,200000
42888,2019,1,110.0,60000
42888,2019,2,110.0,200000
42888,2019,3,110.0,160000
42888,2019,4,110.0,120000
42888,2019,5,100.0,100000
42888,2019,6,120.0,180000
42888,2019,7,110.0,140000
42888,2019,8,110.0,200000
42888,2019,9,100.0,100000
42888,2019,10,110.0,80000
42888,2019,11,120.0,100000
42888,2019,12,100.0,40000
42892,2019,7,40.0,140000
42892,2019,8,180.0,40000
42892,2019,9,170.0,200000
42892,2019,10,190.0,140000
42892,2019,11,190.0,160000
42892,2019,12,190.0,120000
42934,2019,8,0.0,200000
42934,2019,9,160.0,160000
42934,2019,10,150.0,80000
42934,2019,11,150.0,140000
42934,2019,12,190.0,180000
42991,2019,5,20.0,120000
42991,2019,6,90.0,60000
42991,2019,7,90.0,100000
42991,2019,8,110.0,120000
42991,2019,9,90.0,120000
42991,2019,10,100.0,120000
42991,2019,11,90.0,40000
42991,2019,12,120.0,60000
43023,2019,1,30.0,140000
43023,2019,2,30.0,80000
43023,2019,3,40.0,80000
43023,2019,4,20.0,180000
43023,2019,5,30.0,80000
43023,2019,6,30.0,180000
43023,2019,7,30.0,60000
43023,2019,8,30.0,60000
43023,2019,9,30.0,180000
43023,2019,10,40.0,100000
43023,2019,11,30.0,40000
43023,2019,12,30.0,120000
43034,2019,1,200.0,80000
43034,2019,2,200.0,60000
43034,2019,3,190.0,40000
43034,2019,4,200.0,200000
43034,2019,5,200.0,120000
43034,2019,6,190.0,180000
43034,2019,7,200.0,140000
43034,2019,8,210.0,120000
43034,2019,9,10.0,200000
43072,2019,1,140.0,180000
43072,2019,2,140.0,140000
43072,2019,3,140.0,200000
43072,2019,4,140.0,80000
43072,2019,5,140.0,180000
43072,2019,6,130.0,200000
43072,2019,7,140.0,140000
43072,2019,8,130.0,180000
43072,2019,9,140.0,160000
43072,2019,10,140.0,80000
43072,2019,11,140.0,160000
43072,2019,12,130.0,100000
43138,2019,2,20.0,200000
43138,2019,3,50.0,120000
43138,2019,4,30.0,60000
43138,2019,5,40.0,40000
43138,2019,6,30.0,180000
43138,2019,7,30.0,120000
43138,2019,8,50.0,180000
43138,2019,9,30.0,180000
43138,2019,10,30.0,180000
43138,2019,11,30.0,200000
43138,2019,12,70.0,120000
43139,2019,1,20.0,80000
43139,2019,2,40.0,100000
43139,2019,3,50.0,60000
43139,2019,4,40.0,40000
43139,2019,5,60.0,60000
43139,2019,6,30.0,200000
43139,2019,7,30.0,120000
43139,2019,8,40.0,160000
43139,2019,9,30.0,60000
43139,2019,10,40.0,200000
43139,2019,11,30.0,80000
43139,2019,12,70.0,180000
43198,2019,1,120.0,140000
43198,2019,2,100.0,160000
43198,2019,3,110.0,160000
43198,2019,4,90.0,40000
43198,2019,5,120.0,40000
43198,2019,6,100.0,80000
43198,2019,7,100.0,180000
43198,2019,8,100.0,120000
43198,2019,9,100.0,60000
43198,2019,10,90.0,160000
43198,2019,11,100.0,80000
43198,2019,12,120.0,80000
43204,2019,1,40.0,80000
43204,2019,2,30.0,40000
43204,2019,3,30.0,140000
43204,2019,4,30.0,160000
43204,2019,5,40.0,180000
43204,2019,6,30.0,80000
43204,2019,7,30.0,80000
43204,2019,8,30.0,140000
43204,2019,9,30.0,120000
43204,2019,10,40.0,160000
43204,2019,11,30.0,120000
43204,2019,12,30.0,80000
43237,2019,1,110.0,140000
43237,2019,2,100.0,160000
43237,2019,3,100.0,140000
43237,2019,4,80.0,60000
43237,2019,5,110.0,140000
43237,2019,6,90.0,100000
43237,2019,7,100.0,100000
43237,2019,8,100.0,40000
43237,2019,9,90.0,120000
43237,2019,10,100.0,120000
43237,2019,11,80.0,80000
43237,2019,12,120.0,120000
43273,2019,1,100.0,40000
43273,2019,2,80.0,80000
43273,2019,3,90.0,180000
43273,2019,4,80.0,140000
43273,2019,5,100.0,200000
43273,2019,6,90.0,180000
43273,2019,7,90.0,40000
43273,2019,8,100.0,200000
43273,2019,9,80.0,120000
43273,2019,10,90.0,180000
43273,2019,11,90.0,80000
43273,2019,12,80.0,140000
43341,2019,1,120.0,140000
43341,2019,2,110.0,120000
43341,2019,3,130.0,140000
43341,2019,4,110.0,60000
43341,2019,5,30.0,60000
43395,2019,1,90.0,40000
43395,2019,2,100.0,60000
43395,2019,3,90.0,80000
43395,2019,4,90.0,100000
43395,2019,5,110.0,80000
43395,2019,6,110.0,200000
43395,2019,7,120.0,120000
43395,2019,8,120.0,100000
43395,2019,9,100.0,160000
43395,2019,10,100.0,200000
43395,2019,11,90.0,140000
43395,2019,12,90.0,120000
43454,2019,1,130.0,40000
43454,2019,2,110.0,200000
43454,2019,3,110.0,200000
43454,2019,4,120.0,60000
43454,2019,5,120.0,100000
43454,2019,6,120.0,160000
43454,2019,7,110.0,40000
43454,2019,8,120.0,120000
43454,2019,9,120.0,60000
43454,2019,10,130.0,180000
43454,2019,11,120.0,160000
43454,2019,12,120.0,180000
43589,2019,1,180.0,40000
43589,2019,2,150.0,180000
43589,2019,3,170.0,140000
43589,2019,4,160.0,100000
43589,2019,5,180.0,120000
43589,2019,6,150.0,160000
43589,2019,7,150.0,120000
43589,2019,8,170.0,40000
43589,2019,9,150.0,100000
43589,2019,10,160.0,60000
43589,2019,11,160.0,80000
43589,2019,12,180.0,80000
43619,2019,1,130.0,180000
